name,overall_score,intelligence_score,strength_score,speed_score,durability_score,power_score,combat_score,superpowers,alter_egos,aliases,place_of_birth,first_appearance,creator,alignment,occupation,base,teams,gender,type_race,height(cm),weight(lb),eye_color,hair_color,skin_color,has_electrokinesis,has_energy_constructs,has_mind_control_resistance,has_matter_manipulation,has_telepathy_resistance,has_mind_control,has_enhanced_hearing,has_dimensional_travel,has_element_control,has_size_changing,has_fire_resistance,has_fire_control,has_dexterity,has_reality_warping,has_illusions,has_energy_beams,has_peak_human_condition,has_shapeshifting,has_heat_resistance,has_jump,has_self-sustenance,has_energy_absorption,has_cold_resistance,has_magic,has_telekinesis,has_toxin_and_disease_resistance,has_telepathy,has_regeneration,has_immortality,has_teleportation,has_force_fields,has_energy_manipulation,has_endurance,has_longevity,has_weapon-based_powers,has_energy_blasts,has_enhanced_senses,has_invulnerability,has_stealth,has_marksmanship,has_flight,has_accelerated_healing,has_weapons_master,has_intelligence,has_reflexes,has_super_speed,has_durability,has_stamina,has_agility,has_super_strength
Alex Mercer,14,75,80,40,90,100,50,"['Accelerated Healing', 'Adaptation', 'Agility', 'Danger Sense', 'Elasticity', 'Energy Absorption', 'Energy Blasts', 'Enhanced Hearing', 'Enhanced Senses', 'Gliding', 'Immortality', 'Invulnerability', 'Jump', 'Longevity', 'Marksmanship', 'Matter Absorption', 'Natural Armor', 'Natural Weapons', 'Shapeshifting', 'Stamina', 'Stealth', 'Substance Secretion', 'Super Speed', 'Super Strength', 'Vision - Thermal', 'Wallcrawling', 'Weapons Master']",[],"['Prototype, Zues, Blacklight']",Unknown,Unknown,Wildstorm,Bad,Unknown,Unknown,[],Male,Human,183.14,209.93,Unknown,Unknown,Unknown,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,True,True,True,False,True,True,False,False,True,False,True,True,True
Alfred (DCEU),7,95,10,10,10,15,20,"['Intelligence', 'Marksmanship', 'Weapons Master']","['Alfred (Gotham)', 'Batman']",[''],Gotham City,Batman vs Superman - Dawn of Justice,DC Comics,Good,Unknown,Unknown,[],Male,Human,183.14,209.93,Unknown,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False
Alfred Pennyworth,5,80,10,15,10,5,55,[],[],['Alfred Beagle'],Unknown,"Batman #16 (April, 1943)",DC Comics,Good,"Butler; Caretaker, former Actor; Field Medic; Government Agent",Wayne Manor; Batcave; Gotham City,"['Batman Family', 'The Outsiders']",Male,Human,178.0,160.0,Blue,Black,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Alien,6,75,30,40,90,55,60,"['Agility', 'Cold Resistance', 'Durability', 'Enhanced Senses', 'Heat Resistance', 'Jump', 'Natural Armor', 'Natural Weapons', 'Stealth', 'Substance Secretion', 'Super Speed', 'Super Strength', 'Vision - Thermal', 'Wallcrawling']",[],[''],Your chest :),Alien (1979),Dark Horse Comics,Bad,Unknown,Unknown,[],Male,Xenomorph XX121,244.0,375.0,Unknown,No Hair,Black,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,True,True
Alita,10,95,50,40,100,80,100,"['Accelerated Healing', 'Agility', 'Danger Sense', 'Durability', 'Heat Generation', 'Invulnerability', 'Longevity', 'Marksmanship', 'Reflexes', 'Stamina', 'Stealth', 'Super Speed', 'Super Strength', 'Weapons Master']",[],"['Gally, Yoko, Yoko Dornburg, Yoko von der Rasierklinge, A-1 / G-1, Last Order, HK-BR035, 99, Flea']","Cydonia, Mars",Business Jump #199103,Unknown,Good,"Agent for Melchizedek and Jupitan, Tenth Zenith of Things Tournament competitor, TUNED agent, Fight instructor, Motorball player, Hunter-warrior, Künstler",Unknown,[],Female,Cyborg,183.14,209.93,Brown,Brown / Black,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,True,True,False,True,True,True,True,True,True
All-father Hercules,50,100,100,100,100,100,100,"['Accelerated Healing', 'Agility', 'Cold Resistance', 'Electrokinesis', 'Element Control', 'Energy Beams', 'Energy Blasts', 'Energy Manipulation', 'Energy Resistance', 'Flight', 'Heat Resistance', 'Immortality', 'Intelligence', 'Invulnerability', 'Jump', 'Marksmanship', 'Nigh-Omnipotent', 'Reflexes', 'Regeneration', 'Seismic Power', 'Self-Sustenance', 'Shapeshifting', 'Size Changing', 'Stamina', 'Super Speed', 'Super Strength', 'Toxin and Disease Resistance', 'Weapons Master']",['Chaos War Hercules'],[''],Unknown,Unknown,Marvel Comics,Unknown,Unknown,Unknown,['Heroes For Hire'],Unknown,Unknown,183.14,209.93,Unknown,Unknown,Unknown,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,True,True,True,False,True,False,False,True,False,True,True,False,False,True,False,False,False,True,False,True,False,True,True,True,True,True,True,True,False,True,True,True
Allan Quatermain,7,80,40,20,75,100,85,"['Agility', 'Durability', 'Immortality', 'Longevity', 'Marksmanship', 'Peak Human Condition', 'Resurrection', 'Stamina', 'Weapons Master']",[],[''],Unknown,(original version) King Solomon's Mines; (this version) League of Extraordinary Gentlemen #1 (America's Best Comics),Wildstorm,Good,(former) hunter; (current) agent of the British government,"The Secret Wing of the British Museum, London",['League of Extraordinary Gentlemen'],Male,Unknown,183.14,209.93,Unknown,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,True,True,False
Altaïr Ibn-La'Ahad,8,90,10,40,40,85,100,"['Agility', 'Danger Sense', 'Energy Manipulation', 'Intelligence', 'Marksmanship', 'Mind Control', 'Peak Human Condition', 'Power Suit', 'Reflexes', 'Spatial Awareness', 'Stamina', 'Stealth', 'Vision - Cryo', 'Weapons Master']",[],"['Altair, Son of None, Grand Master Assassin']","Masyaf, Syria",Assassin's Creed #1 - Assassin's Creed,Ubisoft,Good,"Mentor of Assassin Order, Assassin","Masyaf, Syria",[],Male,Human,183.0,170.0,Hazel,Brown,Unknown,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,True,True,False,False,True,True,False
Alucard,34,80,70,100,85,100,80,"['Absorption', 'Darkforce Manipulation', 'Element Control', 'Endurance', 'Fire Control', 'Gravity Control', 'Immortality', 'Intangibility', 'Mind Control', 'Omnipresent', 'Reflexes', 'Regeneration', 'Shapeshifting', 'Super Speed', 'Super Strength', 'Telekinesis', 'Telepathy', 'Weather Control']",[],"['Ultimate Vampire', 'Son of the Dragon', 'The Lord/Prince of Darkness', 'Vlad Țepeș', 'Bird of Hermes', 'Nightwalker', 'The Monster Whose Powers Radiate With A Darkness That Cast A Shadow On (or Over) Darkness Itself', 'The Impaler', 'Vlad III Dracula', 'Count Dracul']",Unknown,Hellsing: Volume 1,Dark Horse Comics,Bad,Unknown,Unknown,[],Male,Demon,178.0,198.0,Red,Black,Unknown,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True
Amadeus Cho,9,100,10,20,20,20,35,"['Electrokinesis', 'Energy Beams', 'Intelligence', 'Weapon Creation', 'Weapon-based Powers', 'Weapons Master']","['Amadeus Cho', 'Hulk (Venomized)', 'Iron Spider', 'Totally Awesome Hulk']","['Mastermind Excello, Prince of Power, ""7th Smartest Man in the World""']","Tucson, Arizona",Amazing Fantasy Vol 2 #15,Marvel Comics,Good,"Adventurer, scientist; former student","Champions Mobile Bunker; formerly The Mount, Nevada; Tucson, Arizona",[],Male,Human,0.0,209.93,Unknown,Unknown,Unknown,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
Amanda Waller,6,85,40,15,40,70,75,"['Dexterity', 'Durability', 'Endurance', 'Enhanced Memory', 'Hypnokinesis', 'Intelligence', 'Intuitive aptitude', 'Marksmanship', 'Mind Control Resistance', 'Peak Human Condition', 'Reflexes', 'Stamina', 'Telepathy Resistance', 'Weapon-based Powers', 'Weapons Master']",[],"['The Wall,White Queen, Black King, Mockingbird']",Chicago,Legends issue 1 (november 1986),DC Comics,Neutral,"Director of the 1985 version of Task Force X, Former President,","Belle Reve Prison, Terrebonne Parish, Louisiana.","['Suicide Squad', 'Super Buddies']",Unknown,Human,155.0,200.0,Brown,Brown,Unknown,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,True,True,False,True,True,False,False
A.M.A.Z.O. (CW),22,90,100,100,100,100,100,"['Afterimage Creation', 'Cold Resistance', 'Cryokinesis', 'Elasticity', 'Electrokinesis', 'Element Control', 'Energy Absorption', 'Enhanced Hearing', 'Flight', 'Heat Resistance', 'Intangibility', 'Mind Control Resistance', 'Portal Creation', 'Radiation Immunity', 'Shapeshifting', 'Super Breath', 'Telepathy Resistance', 'Time Travel', 'Toxin and Disease Resistance', 'Vision - Heat', 'Vision - Telescopic', 'Vision - X-Ray', 'Weapons Master', 'Wind Control']",[],[''],Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,[],Unknown,Unknown,183.14,209.93,Unknown,Unknown,Unknown,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
Amazo,35,80,100,85,100,100,100,"['Agility', 'Camouflage', 'Cryokinesis', 'Duplication', 'Durability', 'Energy Blasts', 'Energy Constructs', 'Enhanced Hearing', 'Enhanced Memory', 'Enhanced Senses', 'Enhanced Smell', 'Fire Control', 'Flight', 'Force Fields', 'Intelligence', 'Invisibility', 'Invulnerability', 'Jump', 'Lantern Power Ring', 'Longevity', 'Magnetism', 'Marksmanship', 'Phasing', 'Power Absorption', 'Power Augmentation', 'Reflexes', 'Shapeshifting', 'Size Changing', 'Stamina', 'Super Breath', 'Super Speed', 'Super Strength', 'Telepathy', 'Teleportation', 'Time Travel', 'Underwater breathing', 'Vision - Heat', 'Vision - Microscopic', 'Vision - Night', 'Vision - Telescopic', 'Vision - Thermal', 'Vision - X-Ray', 'Water Control', 'Weapon-based Powers']",[],"['Professor Ivos Amazing Android, Timazo, Humazo, Hourmazo']",Unknown,"Brave and the Bold #30 (July, 1960)",DC Comics,Bad,Unknown,Unknown,"['Secret Society of Super-Villains', 'The Society']",Male,Android,257.0,385.0,Red,Unknown,Unknown,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,True,True,True,True,True,False,True,True,False,False,True,True,True,True,True,True,True
Ammo,0,0,0,0,0,5,0,['Weapons Master'],[],[''],Unknown,"Daredevil #252 (March, 1988)",Marvel Comics,Bad,"Gang leader , criminal , former soldier",New York City,[],Male,Human,188.0,225.0,Brown,Black,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Amygdala,4,70,30,45,60,55,35,"['Durability', 'Insanity', 'Invulnerability', 'Peak Human Condition', 'Super Strength']",[],[''],Gotham City,Batman: Shadow of the Bat #3,DC Comics,Bad,Unknown,Gotham City Blüdhaven,[],Male,Unknown,183.14,209.93,Black,No Hair,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
Anacondrai Serpent,6,35,75,70,70,100,45,"['Accelerated Healing', 'Agility', 'Animal Attributes', 'Animal Control', 'Animal Oriented Powers', 'Camouflage', 'Cold Resistance', 'Durability', 'Endurance', 'Energy Resistance', 'Enhanced Hearing', 'Enhanced Senses', 'Enhanced Sight', 'Enhanced Smell', 'Enhanced Touch', 'Fire Resistance', 'Heat Resistance', 'Invisibility', 'Invulnerability', 'Longevity', 'Natural Armor', 'Reflexes', 'Regeneration', 'Self-Sustenance', 'Stamina', 'Stealth', 'Super Speed', 'Super Strength', 'Toxin and Disease Resistance', 'Wallcrawling']",[],['Second biggest snake in Ninjago'],"Chen,s island","Only One Can Remain Season 4, Episode 2",Unknown,Bad,Anacondrai,"Chen,s island",[],Male,Animal,599.0,198.0,Pink,Unknown,Purple,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,True,True,True,False,False,True,False,False,True,True,True,True,True,True
Ancalagon,13,85,100,45,80,90,65,"['Durability', 'Enhanced Senses', 'Fire Control', 'Fire Resistance', 'Flight', 'Heat Resistance', 'Intelligence', 'Mind Control Resistance', 'Natural Weapons', 'Seismic Power', 'Stamina', 'Weather Control']",[],"['Ancalagon the Black, The Black One']",Angband,Lord of the Rings; The Fellowship of the Ring,J. R. R. Tolkien,Unknown,Unknown,Unknown,[],Male,Unknown,183.14,209.93,Orange,Unknown,Unknown,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,True,False,False
Ancient One (MCU),37,100,60,85,85,100,60,"['Astral Projection', 'Darkforce Manipulation', 'Dimensional Travel', 'Element Control', 'Energy Manipulation', 'Immortality', 'Magic', 'Portal Creation', 'Precognition', 'Reality Warping', 'Teleportation', 'Time Manipulation']",[],['Sorcerer Supreme'],Unknown,Doctor strange,Marvel Comics,Good,Unknown,Unknown,[],Female,Human,0.0,209.93,Unknown,No Hair,Unknown,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ando Masahashi,0,0,0,0,0,0,0,['Power Augmentation'],[],"['Huggerz69, Sidekick']",Unknown,Unknown,NBC - Heroes,Good,Yamagato Industries computer programmer,Unknown,[],Male,Unknown,183.14,209.93,Unknown,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Angel Dust,4,70,55,25,40,15,30,"['Agility', 'Stamina', 'Super Speed', 'Super Strength']",['Angel Dust (FOX)'],"['Angel, Dusty']",Unknown,Morlocks #1,Marvel Comics,Good,Unknown,"Chicago, Illinois",['All-Winners Squad'],Female,Mutant,165.0,126.0,Yellow,Black,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True
Angel Of Death,14,85,30,50,40,100,55,"['Accelerated Healing', 'Agility', 'Dexterity', 'Durability', 'Endurance', 'Enhanced Senses', 'Flight', 'Immortality', 'Intelligence', 'Jump', 'Longevity', 'Marksmanship', 'Reflexes', 'Regeneration', 'Stamina', 'Stealth', 'Super Speed', 'Super Strength', 'Weapons Master']",[],[''],Unknown,Hellboy II: The Golden Army,Dark Horse Comics,Bad,Unknown,Unknown,[],Male,Unknown,193.0,209.93,Unknown,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True
Angel Salvadore (FOX),3,65,10,60,20,60,55,"['Animal Attributes', 'Animal Oriented Powers', 'Energy Blasts', 'Flight', 'Regeneration', 'Toxin and Disease Control']",[],"['Angel, Tempest']",Unknown,X Men: First Class,Marvel Comics,Bad,Exotic Dancer,Mobile,[],Female,Mutant,157.0,112.0,Brown,Black,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
